module,user_id,completion_percentage,last_updated,compliance_score
baling,82,98.05,2023-01-03 00:00:00,76.34
dispatch,76,55.9,2023-04-01 00:00:00,86.99
segregation,16,70.41,2023-11-19 00:00:00,70.56
baling,26,70.65,2023-08-03 00:00:00,73.05
dispatch,30,75.98,2023-09-29 00:00:00,92.82
baling,25,80.6,2023-05-16 00:00:00,99.02
baling,57,56.44,2023-05-02 00:00:00,83.63
inward,54,82.68,2023-01-11 00:00:00,82.1
inward,97,77.41,2024-03-17 00:00:00,79
baling,44,52.12,2023-12-26 00:00:00,87.54
segregation,87,74.85,2023-08-23 00:00:00,84.1
segregation,38,61.56,2023-07-16 00:00:00,87.3
baling,86,64.33,2023-10-13 00:00:00,96.91
dispatch,44,78.44,2023-04-29 00:00:00,77.3
segregation,47,67.39,2023-10-14 00:00:00,87.86
segregation,78,74.2,2024-03-04 00:00:00,87.97
dispatch,78,75.2,2023-07-30 00:00:00,93.07
inward,73,82.28,2023-10-30 00:00:00,76.15
inward,83,60.91,2023-05-13 00:00:00,74.23
baling,33,90.12,2023-08-23 00:00:00,86.07
inward,19,66.21,2023-04-22 00:00:00,95.76
dispatch,83,63.21,2023-09-24 00:00:00,87.24
inward,47,59.3,2023-08-05 00:00:00,88.04
dispatch,66,77.37,2023-09-08 00:00:00,89.35
inward,20,62.1,2023-06-10 00:00:00,93.03
baling,69,77.04,2023-08-18 00:00:00,90.99
baling,68,73.98,2024-03-24 00:00:00,89.16
dispatch,78,68.35,2023-08-01 00:00:00,98.09
inward,4,62.68,2023-11-21 00:00:00,81.68
inward,83,96.61,2023-11-02 00:00:00,75.4
segregation,55,52.54,2023-12-31 00:00:00,93.42
inward,64,88.75,2023-11-04 00:00:00,74.1
dispatch,28,87.45,2023-04-02 00:00:00,89.01
baling,58,61.11,2023-08-05 00:00:00,84.15
inward,83,98.75,2023-03-06 00:00:00,95.79
segregation,11,77.78,2023-08-18 00:00:00,71.17
segregation,61,64.26,2023-04-30 00:00:00,90.68
baling,6,88.24,2023-12-22 00:00:00,96.17
segregation,99,80.18,2023-02-26 00:00:00,92
inward,97,84.87,2023-11-24 00:00:00,99.32
dispatch,60,55.29,2023-11-23 00:00:00,94.28
dispatch,18,73.27,2023-04-03 00:00:00,71.57
dispatch,5,91.32,2023-08-17 00:00:00,77.74
inward,32,69.77,2023-06-28 00:00:00,86.56
dispatch,91,85.53,2023-11-05 00:00:00,74.69
dispatch,30,61.4,2024-02-09 00:00:00,91.65
baling,59,59.2,2023-03-04 00:00:00,86.37
dispatch,66,93.08,2023-04-24 00:00:00,96.85
baling,73,75.06,2023-02-12 00:00:00,84.67
segregation,36,91.49,2023-08-09 00:00:00,90.14
inward,71,70.01,2023-08-24 00:00:00,94.59
dispatch,24,52.15,2023-12-24 00:00:00,73.49
segregation,70,77.89,2023-09-15 00:00:00,71.27
baling,31,92.37,2024-01-10 00:00:00,97.61
inward,100,94.43,2023-11-19 00:00:00,98.99
dispatch,4,93.51,2024-03-17 00:00:00,74.84
inward,24,88.45,2023-10-13 00:00:00,88.64
baling,38,50.77,2023-04-10 00:00:00,79.78
baling,83,79.77,2023-11-21 00:00:00,93.7
segregation,39,99.04,2023-04-30 00:00:00,83.06
inward,39,90.53,2023-08-02 00:00:00,87.32
inward,73,80.83,2023-01-21 00:00:00,84.6
dispatch,22,51.17,2023-10-23 00:00:00,71.27
dispatch,89,92.15,2024-03-20 00:00:00,77.67
segregation,1,72.65,2023-09-12 00:00:00,97.38
inward,53,58.54,2023-09-29 00:00:00,96.64
inward,100,96.47,2023-01-15 00:00:00,72.16
baling,7,71.02,2023-11-12 00:00:00,98.76
baling,65,77.81,2023-12-20 00:00:00,89.6
segregation,55,73.28,2023-12-18 00:00:00,83.6
segregation,80,80.47,2024-01-01 00:00:00,82.51
baling,99,62.67,2024-02-18 00:00:00,97.5
segregation,29,99.17,2023-09-25 00:00:00,89.95
inward,34,78.04,2023-11-20 00:00:00,78.23
inward,76,92.81,2023-01-18 00:00:00,90.01
inward,69,91.39,2023-07-05 00:00:00,91.76
baling,11,96.5,2023-08-10 00:00:00,72.99
segregation,82,92.45,2023-07-22 00:00:00,96.83
inward,68,75.75,2023-09-25 00:00:00,90.69
dispatch,28,63.97,2023-08-26 00:00:00,93.32
inward,28,57.74,2024-02-12 00:00:00,72.76
baling,16,70.19,2023-01-25 00:00:00,71.26
segregation,46,51.68,2024-01-18 00:00:00,90.01
baling,49,84.42,2023-01-25 00:00:00,84.68
inward,98,52.45,2023-03-05 00:00:00,72.79
dispatch,58,56.93,2023-05-05 00:00:00,71.3
segregation,59,96.06,2023-12-19 00:00:00,76.76
baling,54,66.06,2023-11-06 00:00:00,82.81
dispatch,13,79.44,2023-02-15 00:00:00,85.57
baling,66,69.92,2024-02-14 00:00:00,94.17
inward,7,77.25,2024-03-20 00:00:00,76.18
dispatch,22,53.51,2024-02-27 00:00:00,85.91
baling,98,59.98,2023-02-21 00:00:00,90.3
segregation,48,99.39,2024-02-12 00:00:00,95.07
dispatch,31,57,2023-03-17 00:00:00,99.93
dispatch,4,79.29,2023-04-09 00:00:00,70.93
segregation,7,79.43,2023-08-14 00:00:00,86.82
inward,38,64.6,2023-12-15 00:00:00,90.41
baling,5,55.37,2024-03-26 00:00:00,95.35
baling,29,69.18,2024-03-02 00:00:00,77.1
baling,60,71.02,2024-03-17 00:00:00,81.97
segregation,34,63.78,2023-05-15 00:00:00,70.15
baling,33,65.14,2023-11-30 00:00:00,87.96
baling,86,96.73,2023-08-29 00:00:00,80.79
dispatch,75,71,2023-03-25 00:00:00,81.78
dispatch,60,91.48,2023-11-28 00:00:00,86.27
inward,49,54.92,2023-03-26 00:00:00,89.91
segregation,93,64.94,2024-01-20 00:00:00,80.9
dispatch,69,99.51,2023-12-28 00:00:00,92.93
segregation,41,67.89,2023-06-21 00:00:00,76.26
dispatch,29,88.89,2023-12-18 00:00:00,99.51
segregation,52,85.86,2023-02-01 00:00:00,90.8
inward,22,83.09,2023-10-28 00:00:00,76.54
segregation,61,98.79,2023-08-20 00:00:00,70.07
baling,82,77.74,2023-07-26 00:00:00,78.2
dispatch,66,53.45,2023-07-17 00:00:00,70.51
dispatch,45,73.76,2023-08-23 00:00:00,77.95
segregation,50,94.73,2023-01-15 00:00:00,75.06
segregation,32,98.09,2023-08-21 00:00:00,91.16
baling,50,96.86,2023-05-29 00:00:00,90.86
baling,93,78.4,2023-08-12 00:00:00,90.18
inward,32,73.99,2024-03-25 00:00:00,95.52
segregation,88,86.4,2023-07-09 00:00:00,98.03
dispatch,49,88.51,2023-10-21 00:00:00,75.18
inward,38,70.84,2023-04-30 00:00:00,82.18
baling,44,90.35,2023-05-02 00:00:00,89.78
dispatch,11,70.16,2024-02-27 00:00:00,79.47
dispatch,11,55.49,2024-01-12 00:00:00,76.91
segregation,94,72.7,2023-09-20 00:00:00,92.7
segregation,99,98.5,2024-01-26 00:00:00,94.24
dispatch,67,73.22,2023-03-20 00:00:00,90.16
dispatch,4,94.94,2024-02-12 00:00:00,96.08
segregation,55,65.67,2023-07-28 00:00:00,92.2
segregation,56,91.64,2023-01-05 00:00:00,72.08
segregation,86,90.01,2023-08-10 00:00:00,85.13
dispatch,88,54.57,2023-06-26 00:00:00,96.7
baling,72,96.04,2023-05-21 00:00:00,87.17
baling,84,82.8,2024-01-20 00:00:00,81.21
segregation,85,99.05,2023-10-28 00:00:00,95.5
dispatch,37,63.38,2023-02-19 00:00:00,76.09
baling,20,83.42,2023-07-15 00:00:00,73.57
inward,62,74.02,2023-10-16 00:00:00,84.03
baling,64,79.42,2023-11-23 00:00:00,84.91
inward,19,63.65,2024-01-15 00:00:00,93.53
inward,75,78.66,2023-06-01 00:00:00,93.96
segregation,56,96.49,2024-03-11 00:00:00,75.34
dispatch,92,53.49,2023-11-27 00:00:00,75.59
baling,55,71.24,2023-12-09 00:00:00,98.45
segregation,2,83.84,2023-02-16 00:00:00,80.98
inward,93,70.47,2023-09-10 00:00:00,92.74
baling,67,94.83,2024-02-06 00:00:00,98.07
baling,37,62.35,2023-02-25 00:00:00,89.51
baling,37,97.66,2023-03-29 00:00:00,97.6
baling,68,63.91,2023-08-15 00:00:00,88.55
dispatch,45,93.03,2024-01-12 00:00:00,79.92
baling,78,98.42,2023-04-12 00:00:00,70.55
segregation,27,65.17,2023-09-06 00:00:00,85.72
inward,45,84.7,2024-01-04 00:00:00,92.97
inward,53,53.63,2023-07-28 00:00:00,98.9
segregation,81,75.96,2023-01-28 00:00:00,95.36
baling,98,88.61,2023-09-26 00:00:00,95.37
dispatch,66,83.03,2023-06-17 00:00:00,84.19
segregation,35,89.94,2023-02-08 00:00:00,96.58
baling,13,92.21,2023-09-08 00:00:00,90.7
baling,57,83.7,2024-02-15 00:00:00,89.02
inward,15,87.6,2023-10-13 00:00:00,77.17
segregation,10,58.78,2023-03-10 00:00:00,99.5
segregation,77,91.7,2023-12-17 00:00:00,94.48
segregation,33,98.69,2023-11-18 00:00:00,85.29
dispatch,35,65.38,2023-02-24 00:00:00,82.66
inward,48,74.38,2023-05-06 00:00:00,94.17
dispatch,33,66.47,2023-04-17 00:00:00,81.88
baling,63,91.66,2024-03-17 00:00:00,87.81
dispatch,76,56.36,2023-01-17 00:00:00,77.57
inward,92,51.81,2023-06-11 00:00:00,88.64
segregation,30,80.79,2023-08-03 00:00:00,90.42
baling,40,78.13,2023-12-18 00:00:00,94.12
baling,58,67.25,2023-09-04 00:00:00,70
segregation,96,85.66,2023-05-19 00:00:00,73.03
dispatch,96,86.01,2023-05-03 00:00:00,76.47
inward,11,71.46,2023-10-14 00:00:00,90.44
segregation,29,81.9,2023-06-25 00:00:00,80.81
inward,39,84.29,2024-03-03 00:00:00,71.08
baling,71,79.66,2023-05-22 00:00:00,90.36
segregation,8,93.85,2023-03-26 00:00:00,72.84
dispatch,18,50.07,2024-01-02 00:00:00,81.75
inward,36,82.37,2023-02-01 00:00:00,92.65
dispatch,21,89.88,2023-04-15 00:00:00,89.81
baling,72,60.59,2023-06-01 00:00:00,73.35
dispatch,60,61.91,2023-03-29 00:00:00,94.08
segregation,100,86.64,2023-02-17 00:00:00,87.52
segregation,36,89.38,2024-02-29 00:00:00,82.14
inward,86,80.69,2023-11-04 00:00:00,81.3
inward,4,52.02,2023-08-30 00:00:00,75.47
segregation,57,77.57,2023-10-26 00:00:00,90.47
segregation,47,58.38,2024-01-25 00:00:00,74.09
inward,65,51.25,2023-09-25 00:00:00,82.95
dispatch,16,72.76,2024-02-27 00:00:00,78.19
baling,54,84.53,2023-09-12 00:00:00,85.72
dispatch,48,91.92,2023-01-15 00:00:00,97.4
segregation,4,89.75,2023-05-07 00:00:00,70.41
inward,11,72.91,2024-02-12 00:00:00,85.97
dispatch,66,92.83,2023-03-16 00:00:00,89.01
inward,63,75.87,2023-01-02 00:00:00,83.69
segregation,76,55.2,2024-02-23 00:00:00,78.4
segregation,7,59.02,2023-11-11 00:00:00,75.9
segregation,24,72.62,2023-02-13 00:00:00,88.16
segregation,63,65.76,2023-06-16 00:00:00,90.51
baling,15,65.36,2024-01-30 00:00:00,79.72
segregation,41,84.03,2023-01-19 00:00:00,98.96
baling,51,62.57,2023-08-25 00:00:00,93.1
baling,90,88.15,2023-09-29 00:00:00,96.75
dispatch,62,51.92,2023-12-08 00:00:00,88.79
inward,87,73.32,2023-08-05 00:00:00,84.82
baling,23,98.66,2023-09-29 00:00:00,74.28
inward,25,72.66,2023-06-26 00:00:00,89.79
baling,39,85.65,2024-01-11 00:00:00,73.65
inward,69,56.08,2023-12-05 00:00:00,74.72
baling,59,72.69,2024-03-10 00:00:00,79.35
dispatch,92,62.53,2023-04-02 00:00:00,70.9
segregation,26,81.89,2023-05-29 00:00:00,98.88
dispatch,21,57.47,2023-05-03 00:00:00,84.02
baling,54,85.84,2023-10-23 00:00:00,96.18
baling,82,63.62,2023-01-20 00:00:00,70.81
dispatch,10,60.5,2023-05-18 00:00:00,89.17
inward,71,60.08,2023-11-10 00:00:00,75.67
dispatch,61,89.98,2023-05-05 00:00:00,85.34
baling,59,65.87,2024-02-10 00:00:00,85.48
baling,74,64.56,2024-03-10 00:00:00,70.83
dispatch,74,99.37,2023-05-11 00:00:00,78.08
segregation,42,80.26,2023-01-18 00:00:00,90.38
inward,79,92.32,2023-06-09 00:00:00,86.84
baling,59,51.35,2024-02-19 00:00:00,70.78
baling,89,96.54,2024-01-21 00:00:00,84.09
inward,4,66.39,2023-11-17 00:00:00,91.98
segregation,77,78.03,2024-03-19 00:00:00,87.49
segregation,33,92.29,2023-12-22 00:00:00,72.88
baling,58,58.72,2023-09-03 00:00:00,96.21
dispatch,28,90.38,2024-01-11 00:00:00,98.16
baling,6,71.43,2024-02-13 00:00:00,84.18
dispatch,68,78.48,2023-08-11 00:00:00,97.62
baling,43,53.66,2023-12-31 00:00:00,97.12
segregation,40,98.8,2023-11-13 00:00:00,95.31
segregation,72,82.5,2023-03-30 00:00:00,90.23
dispatch,17,53.15,2023-10-17 00:00:00,91.55
inward,62,54.97,2023-10-05 00:00:00,91.88
baling,11,56.4,2023-10-09 00:00:00,95.4
dispatch,96,78.67,2023-05-08 00:00:00,74.47
inward,5,98.63,2024-01-09 00:00:00,70.44
segregation,19,77.01,2023-11-07 00:00:00,72.48
dispatch,63,87.55,2024-03-15 00:00:00,90.5
baling,10,60.06,2023-08-30 00:00:00,96.01
segregation,64,63.74,2024-01-16 00:00:00,82.47
baling,22,90.91,2024-03-18 00:00:00,97.46
dispatch,86,70.7,2023-07-01 00:00:00,84.27
dispatch,97,79.55,2023-05-01 00:00:00,85.31
dispatch,71,53.33,2024-02-04 00:00:00,87.76
inward,26,67.78,2024-03-22 00:00:00,83.54
segregation,78,87.67,2024-01-13 00:00:00,72.15
inward,82,64.83,2024-03-19 00:00:00,97.24
baling,14,92.68,2024-01-12 00:00:00,93.09
baling,16,85.99,2023-01-07 00:00:00,89.45
segregation,79,70.07,2023-09-15 00:00:00,99.69
inward,78,77.9,2023-04-05 00:00:00,92.72
inward,76,68.39,2024-02-03 00:00:00,91.87
inward,94,67.65,2023-02-07 00:00:00,83.05
segregation,24,56.37,2023-04-20 00:00:00,84.62
inward,46,98.48,2023-03-31 00:00:00,83.45
segregation,5,77.15,2023-07-31 00:00:00,75.64
segregation,94,68.33,2023-04-07 00:00:00,89.33
dispatch,33,61.49,2024-03-08 00:00:00,96.72
baling,85,66.23,2023-11-20 00:00:00,78.89
inward,56,59.05,2023-06-18 00:00:00,88.5
segregation,54,90.13,2023-11-23 00:00:00,98.57
baling,41,73.89,2023-12-13 00:00:00,77.76
inward,51,71.39,2023-03-18 00:00:00,93.8
segregation,85,54.53,2023-05-10 00:00:00,91.06
baling,67,63.78,2023-04-24 00:00:00,71.59
inward,1,78.83,2024-01-07 00:00:00,84.4
baling,16,88.76,2023-09-03 00:00:00,81.59
baling,3,92.24,2023-10-17 00:00:00,99.8
baling,95,86.59,2024-02-09 00:00:00,85.46
dispatch,21,97.92,2023-08-18 00:00:00,90.63
inward,78,69.56,2023-08-19 00:00:00,99.53
inward,54,70.87,2023-12-25 00:00:00,90.88
baling,5,72.25,2023-05-25 00:00:00,96.76
dispatch,37,81.41,2023-07-27 00:00:00,74.53
segregation,33,77.54,2024-02-19 00:00:00,91.15
inward,92,54.01,2023-12-03 00:00:00,75.12
inward,100,66.42,2023-08-28 00:00:00,85.39
dispatch,99,53.9,2023-04-29 00:00:00,89.76
segregation,37,74.17,2023-04-23 00:00:00,84.9
segregation,98,91,2024-03-26 00:00:00,75.78
baling,2,53.84,2023-04-27 00:00:00,78.25
segregation,54,66.03,2023-11-08 00:00:00,87.64
segregation,81,96.74,2023-08-03 00:00:00,87.16
segregation,3,63.04,2023-10-20 00:00:00,83.93
segregation,53,62.73,2023-10-25 00:00:00,97.57
dispatch,36,66.58,2023-03-06 00:00:00,73.09
dispatch,32,50.94,2023-05-23 00:00:00,87.07
baling,79,70.87,2023-08-02 00:00:00,75.18
segregation,99,70.95,2023-04-19 00:00:00,77.48
segregation,36,91.34,2023-08-05 00:00:00,72.83
segregation,49,55.81,2024-01-20 00:00:00,86.39
inward,25,66.15,2024-01-27 00:00:00,96.35
baling,50,64.51,2023-01-24 00:00:00,77.31
dispatch,70,55.44,2023-06-05 00:00:00,91.21
segregation,86,65.62,2023-11-26 00:00:00,94.28
inward,43,85.01,2023-01-27 00:00:00,76.9
dispatch,78,96.65,2023-05-17 00:00:00,85.77
dispatch,39,71.65,2023-09-20 00:00:00,96.67
segregation,50,66.51,2024-03-09 00:00:00,81.71
inward,68,61.64,2023-02-13 00:00:00,73.31
segregation,24,75.98,2023-02-05 00:00:00,88.13
inward,84,85.1,2023-09-16 00:00:00,85.69
inward,62,68.07,2023-03-17 00:00:00,77.8
segregation,73,93.83,2023-12-04 00:00:00,83.78
segregation,19,68.21,2023-05-13 00:00:00,97.99
inward,23,84.83,2023-12-12 00:00:00,77.11
inward,10,99.73,2024-02-07 00:00:00,82.81
segregation,93,91.76,2023-09-03 00:00:00,73.12
inward,68,68.61,2023-09-11 00:00:00,83.06
inward,74,59.8,2024-01-09 00:00:00,82.37
inward,73,52.13,2023-07-16 00:00:00,72.11
segregation,21,98.57,2023-11-27 00:00:00,70.47
segregation,50,53.12,2024-02-15 00:00:00,93.42
inward,62,59.53,2023-04-15 00:00:00,99.8
dispatch,14,52.03,2023-04-29 00:00:00,74.36
segregation,59,90.96,2023-01-15 00:00:00,83.7
inward,35,88.68,2023-11-08 00:00:00,86.95
dispatch,47,78.88,2023-07-12 00:00:00,85.15
inward,72,52.41,2023-03-28 00:00:00,94.46
segregation,72,82.6,2023-07-17 00:00:00,88.7
segregation,59,92.65,2023-07-20 00:00:00,80.63
inward,88,78.26,2023-05-15 00:00:00,82.94
segregation,98,94.73,2023-08-29 00:00:00,75.95
dispatch,34,82.74,2023-11-12 00:00:00,96.2
inward,17,54.59,2023-02-10 00:00:00,93.04
segregation,89,82.01,2023-10-29 00:00:00,82.74
dispatch,79,58.71,2023-04-26 00:00:00,77.63
baling,44,82.31,2023-07-21 00:00:00,89.39
inward,21,53.76,2023-11-18 00:00:00,98.41
segregation,62,78.49,2023-07-14 00:00:00,84.04
inward,79,85.46,2023-12-22 00:00:00,74.53
baling,71,58.8,2023-12-18 00:00:00,95.08
baling,84,59.27,2023-11-18 00:00:00,95.77
inward,48,77.28,2023-09-25 00:00:00,94.21
segregation,28,81.89,2024-01-25 00:00:00,85.88
inward,25,83.55,2023-05-15 00:00:00,78.93
segregation,91,84.67,2023-10-20 00:00:00,74.12
baling,39,52.96,2024-03-10 00:00:00,94.43
inward,9,71.54,2023-05-01 00:00:00,96.68
segregation,13,70.23,2023-09-01 00:00:00,71.92
dispatch,6,74.09,2024-01-08 00:00:00,73.28
baling,37,60.61,2024-01-28 00:00:00,89.66
inward,94,57.82,2023-08-29 00:00:00,89.02
inward,76,54.87,2023-03-28 00:00:00,81.93
inward,12,69.61,2024-03-12 00:00:00,81.62
dispatch,70,79.08,2023-12-24 00:00:00,85.03
dispatch,94,64.45,2023-09-11 00:00:00,89.83
segregation,47,65.42,2023-07-13 00:00:00,86.91
baling,1,57.9,2023-06-24 00:00:00,73.29
segregation,30,55.92,2023-08-19 00:00:00,93.83
segregation,69,92.89,2023-02-08 00:00:00,75.85
inward,86,70.25,2023-04-19 00:00:00,73.42
inward,16,95.64,2024-02-05 00:00:00,82.56
dispatch,80,69.33,2023-07-18 00:00:00,93.82
baling,30,86.07,2023-02-25 00:00:00,87.67
inward,39,78.5,2024-01-17 00:00:00,94.85
baling,82,97.93,2023-12-20 00:00:00,92.6
segregation,43,79.05,2024-02-09 00:00:00,74.42
baling,89,97.59,2023-01-17 00:00:00,88.46
segregation,26,85.69,2023-01-21 00:00:00,86.16
segregation,11,98.08,2024-02-23 00:00:00,72.97
dispatch,25,52.37,2023-09-06 00:00:00,79.73
inward,23,92.29,2023-05-05 00:00:00,84.68
baling,8,57.18,2024-02-05 00:00:00,71.67
baling,93,66.57,2023-11-17 00:00:00,76.06
baling,94,78.21,2023-03-02 00:00:00,81.23
dispatch,68,54.5,2024-02-17 00:00:00,94.12
baling,55,68.75,2023-06-04 00:00:00,75.2
inward,31,94.8,2023-06-16 00:00:00,73.94
segregation,94,60.08,2023-03-29 00:00:00,99.44
inward,47,86.86,2023-10-06 00:00:00,98.33
baling,86,71.99,2023-08-18 00:00:00,80.14
segregation,11,67.22,2023-11-30 00:00:00,95.8
dispatch,75,92.61,2023-11-18 00:00:00,85.95
dispatch,38,98.11,2024-01-22 00:00:00,85.74
segregation,48,69.48,2024-03-22 00:00:00,71.9
dispatch,46,98.21,2023-11-04 00:00:00,97.27
dispatch,16,62.34,2024-01-28 00:00:00,75.4
dispatch,1,72.86,2023-02-22 00:00:00,99.02
segregation,54,90.92,2023-11-05 00:00:00,79.95
dispatch,30,70.2,2023-10-29 00:00:00,99.28
dispatch,68,67.35,2023-01-08 00:00:00,74
segregation,55,79.3,2023-09-23 00:00:00,89.47
baling,83,64.12,2023-02-06 00:00:00,72.18
dispatch,71,82.34,2023-10-29 00:00:00,98.22
segregation,11,71.89,2023-10-23 00:00:00,84.52
segregation,9,74.48,2023-01-04 00:00:00,92.47
dispatch,94,87.39,2023-01-15 00:00:00,91.54
dispatch,69,72.89,2024-01-30 00:00:00,77.59
inward,16,94.97,2023-06-01 00:00:00,87.55
dispatch,50,75.6,2024-03-26 00:00:00,71.68
segregation,26,75.9,2023-02-14 00:00:00,92.91
baling,70,62.71,2024-02-21 00:00:00,76.29
dispatch,93,81.04,2023-06-16 00:00:00,80.31
baling,31,70.94,2023-04-29 00:00:00,91.02
inward,69,54.15,2023-02-28 00:00:00,88.96
dispatch,96,69.6,2023-01-12 00:00:00,98.86
baling,51,59.35,2023-03-13 00:00:00,97.48
dispatch,27,71.51,2023-02-26 00:00:00,89.51
inward,95,67.02,2023-02-25 00:00:00,72.87
baling,8,89.74,2023-09-20 00:00:00,87.26
inward,96,92.8,2023-10-07 00:00:00,92.81
baling,64,93.56,2024-03-25 00:00:00,96.58
dispatch,15,57.49,2023-02-14 00:00:00,86.35
segregation,31,50.23,2023-05-27 00:00:00,72.48
baling,55,68.96,2023-05-09 00:00:00,76.99
baling,80,73.27,2024-03-14 00:00:00,74.66
baling,11,83.82,2023-08-30 00:00:00,72.51
baling,10,90.76,2023-03-07 00:00:00,94.46
baling,48,51.21,2023-07-14 00:00:00,96.67
dispatch,90,56.97,2023-01-09 00:00:00,99.32
inward,69,62,2023-12-29 00:00:00,94.73
segregation,56,79.04,2023-11-18 00:00:00,72.43
inward,3,89.33,2024-01-01 00:00:00,79.78
segregation,32,73.53,2023-08-31 00:00:00,75.59
baling,40,73.43,2023-10-30 00:00:00,85.33
inward,8,60.07,2023-03-03 00:00:00,83.24
baling,59,92.28,2024-03-05 00:00:00,87.5
segregation,47,66.03,2023-09-25 00:00:00,89.13
baling,14,56.84,2023-08-13 00:00:00,96.69
dispatch,50,51.93,2024-02-02 00:00:00,70.36
inward,85,64.37,2024-03-22 00:00:00,85.61
inward,14,70.83,2023-10-11 00:00:00,93.22
segregation,82,96.49,2023-06-23 00:00:00,89.59
baling,45,69.37,2023-10-26 00:00:00,95.64
inward,54,63.15,2023-06-20 00:00:00,84.78
dispatch,77,93.03,2023-10-06 00:00:00,96.02
inward,27,77.19,2024-03-19 00:00:00,70.64
dispatch,36,89.17,2023-12-27 00:00:00,73.57
segregation,99,50.45,2023-01-25 00:00:00,86.75
dispatch,54,52.36,2023-06-24 00:00:00,83.92
baling,15,92.36,2023-06-30 00:00:00,95.49
dispatch,54,68.26,2024-02-02 00:00:00,89.56
inward,96,91.7,2023-02-12 00:00:00,80.54
inward,56,85.44,2023-07-27 00:00:00,82.51
dispatch,37,82.29,2024-02-19 00:00:00,72.26
segregation,74,65.66,2023-02-25 00:00:00,70.71
dispatch,35,76.61,2023-01-28 00:00:00,79.86
baling,42,80.53,2023-02-04 00:00:00,88.45
baling,11,69.32,2023-09-21 00:00:00,80.52
inward,56,93.37,2023-06-11 00:00:00,80.31
inward,21,94.47,2023-08-20 00:00:00,86.35
inward,57,95.96,2023-10-15 00:00:00,97.17
inward,81,97.54,2023-05-02 00:00:00,71.85
dispatch,43,62.73,2023-11-09 00:00:00,81.75
inward,50,56.62,2024-02-14 00:00:00,83.22
baling,19,98.31,2023-05-14 00:00:00,84.08
inward,68,90.78,2023-11-28 00:00:00,80.05
inward,59,92.29,2023-10-01 00:00:00,95.68
baling,67,85.87,2024-01-06 00:00:00,78.93
inward,53,76.13,2023-08-15 00:00:00,90.47
baling,99,75.33,2024-01-30 00:00:00,90.12
inward,54,59.65,2023-06-26 00:00:00,88.74
dispatch,44,76.01,2023-09-15 00:00:00,70.13
baling,11,92.63,2023-05-27 00:00:00,72.03
dispatch,44,63.34,2023-10-11 00:00:00,81.45
segregation,62,86.35,2023-01-08 00:00:00,84.55
inward,64,71.04,2023-05-30 00:00:00,91.5
segregation,33,78.8,2023-05-07 00:00:00,90.87
baling,34,59.61,2023-02-13 00:00:00,80.86
segregation,52,97.34,2023-01-17 00:00:00,90.92
baling,5,61.45,2023-06-08 00:00:00,96.63
segregation,45,56.5,2023-06-04 00:00:00,70.39
dispatch,60,62.21,2023-03-02 00:00:00,83.73
inward,21,53.48,2023-01-21 00:00:00,83.06
segregation,68,90.93,2023-04-19 00:00:00,81.84
inward,28,68.11,2023-03-01 00:00:00,77.92
dispatch,90,76.65,2024-02-03 00:00:00,89.82
dispatch,53,73.9,2024-02-16 00:00:00,78.9
inward,79,82.05,2023-09-14 00:00:00,95.26
inward,49,65.11,2023-06-04 00:00:00,82.42
inward,40,78.24,2023-04-21 00:00:00,99.26
segregation,98,70.24,2023-01-13 00:00:00,75
dispatch,40,59.03,2023-02-13 00:00:00,90.97
dispatch,88,88.22,2023-05-08 00:00:00,87.42
inward,34,89.93,2023-11-25 00:00:00,76.5
segregation,89,71.6,2023-05-22 00:00:00,74.98
